Category,Term,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini,FDR
GOTERM_BP_FAT,GO:0043623~cellular protein complex assembly,14,6.603773585,0.012634339,"Q9BPX5, O43639, A8MT69, Q9NXR1, Q63HQ0, Q5SRQ6, Q9UDW1, Q9Y244, Q5VWC4, H0YEH1, O95169, P62993, Q9NQA3, Q15388",187,575,16650,2.167867938,1,0.484361059,20.33273356
GOTERM_CC_FAT,GO:0031988~membrane-bounded vesicle,58,27.35849057,0.012688394,"Q9HC10, Q9Y6I9, Q32P28, Q9UDW1, P10412, Q9NSB2, Q9BRF8, P62993, A0A087WSV8, P31949, O14657, E5RJR5, E9PK54, Q9BPX5, Q8IUH5, P11279, A0A0C4DGQ5, Q9H9H4, H0YEH1, P10599, P67775, P62318, E7ES60, Q9NZ45, Q9HBH0, P53007, Q14596, J3QR64, P61026, Q9H0V1, Q99538, Q8IUE6, O94760, Q5T5C0, C9JIZ6, P42858, Q14353, Q96E40, Q8N8N7, P00403, Q5VV89, P25815, P61225, P62834, Q14CN4, P07858, Q92686, Q8IX04, Q9H082, A0A087X1N7, Q63HQ0, Q5SRQ6, P35754, Q9UNN8, P57739, P23284, P68431, Q99584",176,3611,14527,1.325756527,0.995979938,0.291622846,16.48172571
GOTERM_BP_FAT,GO:0016241~regulation of macroautophagy,6,2.830188679,0.012755609,"Q9UIL1, P42858, Q9H082, A0A0C4DGQ5, P58004, Q4G0F5",187,124,16650,4.308262895,1,0.481382138,20.50748351
GOTERM_BP_FAT,GO:0071103~DNA conformation change,9,4.245283019,0.014367925,"P10412, A8MT69, Q5TEC6, Q9Y294, P16403, P16402, P68431, P07305, P17096",187,284,16650,2.821608797,1,0.516627044,22.79670339
GOTERM_BP_FAT,GO:0070972~protein localization to endoplasmic reticulum,6,2.830188679,0.014468325,"P62861, P46776, P61026, P47914, P62891, Q9BYK2",187,128,16650,4.173629679,1,0.512877808,22.93717648
GOTERM_BP_FAT,GO:1901185~negative regulation of ERBB signaling pathway,4,1.886792453,0.014645558,"P62993, Q8N5A5, P17706, Q99538",187,46,16650,7.742385492,1,0.511082907,23.18455951
GOTERM_BP_FAT,GO:0007005~mitochondrion organization,15,7.075471698,0.015022655,"Q7L8L6, O95140, P58004, Q01081, Q9UDW1, Q86TS9, O75879, Q9Y255, O95169, P42704, P42858, Q9BUR5, P82664, Q16595, Q15388",187,653,16650,2.045270287,1,0.514066808,23.70842304
GOTERM_BP_FAT,GO:0070734~histone H3-K27 methylation,3,1.41509434,0.015119755,"P10412, P16403, P16402",187,17,16650,15.7124882,1,0.510454605,23.842767
GOTERM_CC_FAT,GO:0044429~mitochondrial part,21,9.905660377,0.015877386,"Q96D53, P53007, Q96TC7, Q7L8L6, O95140, Q5VUM1, Q92686, Q96BR5, Q9UDW1, Q86TS9, Q9NZJ6, Q9Y255, O95169, P42704, Q9BUR5, P82664, Q9NZ45, P00403, Q16595, Q96PE7, Q15388",176,990,14527,1.750843664,0.999006291,0.334162583,20.20702267
GOTERM_BP_FAT,GO:1901184~regulation of ERBB signaling pathway,5,2.358490566,0.016357022,"O43639, P62993, Q8N5A5, P17706, Q99538",187,87,16650,5.117093859,1,0.532584748,25.53517086
GOTERM_BP_FAT,GO:0065004~protein-DNA complex assembly,8,3.773584906,0.016538831,"P10412, A8MT69, Q5TEC6, Q9Y294, P16403, P16402, P68431, P07305",187,235,16650,3.031061554,1,0.530767666,25.78084548
GOTERM_BP_FAT,GO:1903311~regulation of mRNA metabolic process,6,2.830188679,0.016818046,"E9PK54, Q9BTD8, Q15427, Q07352, Q9Y5S9, K7EK33",187,133,16650,4.016726308,1,0.531081111,26.15665576
GOTERM_BP_FAT,GO:0034470~ncRNA processing,11,5.188679245,0.017342363,"Q99547, Q5VV42, P62861, P46776, Q9Y224, Q9UET6, P47914, P62891, Q96DP5, Q8WW01, Q9BYK2",187,411,16650,2.382996994,1,0.536494986,26.85751115
GOTERM_BP_FAT,GO:0033036~macromolecule localization,44,20.75471698,0.017742633,"Q9P021, P46776, P61026, Q13769, O95140, Q32P28, Q01081, C9JIZ6, Q5T5C0, Q9Y224, Q9Y4C2, Q9H2G9, Q92643, Q07352, Q9H0X9, P47914, P62891, Q4G0F5, Q15388, P62834, E5RJR5, E9PK54, Q8IUH5, H0Y3Q8, Q9H082, Q8IX04, Q63HQ0, P11279, P58004, Q9H9H4, Q9BYK2, Q14653, Q9Y255, Q9H089, P62861, P42704, Q9BUR5, P10599, Q9Y5S9, E7ES60, Q7Z4Q2, P17706, E7ESC6, Q99584",187,2817,16650,1.390716031,1,0.539176445,27.38832203
GOTERM_BP_FAT,GO:0051168~nuclear export,7,3.301886792,0.01781028,"Q9H089, Q13769, P10599, H0Y3Q8, Q9Y5S9, E7ESC6, Q01081",187,185,16650,3.368983957,1,0.535101854,27.47767046
GOTERM_MF_FAT,GO:0032403~protein complex binding,17,8.018867925,0.017819926,"E9PK54, Q9P021, Q9BPX5, O43639, Q5TEC6, P07951, P07858, Q32P28, Q63HQ0, K7EMV4, P42704, P23284, Q9Y224, P68431, P17706, Q6NXT1, P62834",182,766,15478,1.887398502,0.999941442,0.857597594,23.03839753
GOTERM_MF_FAT,GO:0003729~mRNA binding,7,3.301886792,0.017880071,"J3QR64, Q13769, Q07352, H0Y3Q8, Q9Y5S9, Q9BPZ3, O15116",182,177,15478,3.363320296,0.999943354,0.804027412,23.10700508
GOTERM_CC_FAT,GO:0005768~endosome,18,8.490566038,0.018504171,"E9PK54, Q8IWB7, Q14596, P61026, P07858, Q63HQ0, P11279, Q9H9H4, Q99538, P62993, Q9UIL1, Q9BVT8, P42858, O95772, Q9NQA3, P61225, Q4G0F5, P62834",176,811,14527,1.831955498,0.999686806,0.361261633,23.15897041
GOTERM_BP_FAT,GO:1903313~positive regulation of mRNA metabolic process,4,1.886792453,0.019296282,"E9PK54, Q15427, Q07352, K7EK33",187,51,16650,6.983328091,1,0.558719416,29.41440641
GOTERM_MF_FAT,GO:0031625~ubiquitin protein ligase binding,9,4.245283019,0.019912323,"E9PK54, P49427, Q9UJX6, Q9NVR0, P42704, O95140, Q9H2G9, P62256, Q9BX70",182,287,15478,2.666883639,0.999981567,0.789304192,25.39200423
GOTERM_BP_FAT,GO:0061077~chaperone-mediated protein folding,4,1.886792453,0.020313177,"E9PK54, P23284, Q32P28, O14657",187,52,16650,6.84903332,1,0.572140478,30.71149305
GOTERM_BP_FAT,"GO:0000375~RNA splicing, via transesterification reactions",9,4.245283019,0.020672937,"E9PK54, Q9BTD8, P36954, Q15427, P62318, Q9Y5S9, K7EK33, O15116, Q01081",187,303,16650,2.644676232,1,0.573281266,31.16496707
GOTERM_BP_FAT,GO:0006464~cellular protein modification process,56,26.41509434,0.020985175,"A8MT69, Q32P28, P10412, Q9BRF8, P62993, H0Y368, E5RJR5, Q6PCD5, Q9BUB5, Q8IUH5, O75528, P58004, D6RAW8, Q5VWC4, P16403, P10599, P16402, P67775, P62318, P17706, P78364, P62256, Q16595, O43639, Q9UJX6, Q8N5A5, Q14596, Q9BX70, A6NMN0, C9JIZ6, P42858, Q92643, Q07352, Q8IXK2, Q8IU85, P61225, Q5VTB9, P62834, Q96D53, Q9NVR0, Q7L8L6, Q9UPU5, Q8IX04, Q92685, C9JIC7, Q5SRQ6, P35754, P49427, P23284, Q9C037, Q9H993, Q92613, Q9C035, Q96DP5, Q6NXT1, F8WA39",187,3818,16650,1.305944541,1,0.573557801,31.55626683
GOTERM_BP_FAT,GO:0036211~protein modification process,56,26.41509434,0.020985175,"A8MT69, Q32P28, P10412, Q9BRF8, P62993, H0Y368, E5RJR5, Q6PCD5, Q9BUB5, Q8IUH5, O75528, P58004, D6RAW8, Q5VWC4, P16403, P10599, P16402, P67775, P62318, P17706, P78364, P62256, Q16595, O43639, Q9UJX6, Q8N5A5, Q14596, Q9BX70, A6NMN0, C9JIZ6, P42858, Q92643, Q07352, Q8IXK2, Q8IU85, P61225, Q5VTB9, P62834, Q96D53, Q9NVR0, Q7L8L6, Q9UPU5, Q8IX04, Q92685, C9JIC7, Q5SRQ6, P35754, P49427, P23284, Q9C037, Q9H993, Q92613, Q9C035, Q96DP5, Q6NXT1, F8WA39",187,3818,16650,1.305944541,1,0.573557801,31.55626683
GOTERM_CC_FAT,GO:0032993~protein-DNA complex,7,3.301886792,0.021346708,"P10412, Q5TEC6, P16403, P16402, P68431, P07305, Q8IUE6",176,179,14527,3.227812341,0.999910532,0.387748446,26.23887026
GOTERM_MF_FAT,GO:0044389~ubiquitin-like protein ligase binding,9,4.245283019,0.021733006,"E9PK54, P49427, Q9UJX6, Q9NVR0, P42704, O95140, Q9H2G9, P62256, Q9BX70",182,292,15478,2.621217823,0.999993272,0.774322166,27.38525561
GOTERM_BP_FAT,GO:0006614~SRP-dependent cotranslational protein targeting to membrane,5,2.358490566,0.022610665,"P62861, P46776, P47914, P62891, Q9BYK2",187,96,16650,4.63736631,1,0.595907356,33.55965598
GOTERM_BP_FAT,GO:0051649~establishment of localization in cell,33,15.56603774,0.023348363,"Q9HC10, P46776, Q13769, O95140, Q01081, P42858, Q9Y4C2, P47914, P62891, Q4G0F5, Q15388, P62834, E9PK54, Q9NXR1, H0Y3Q8, Q9H082, P17096, E5RIM7, Q63HQ0, P11279, Q9H9H4, Q9BYK2, Q9H089, P62861, P42704, P10599, Q9Y5S9, P62318, Q9NQA3, Q7Z4Q2, E7ESC6, Q99584, Q6NXT1",187,2004,16650,1.466185277,1,0.602684889,34.45047566
GOTERM_BP_FAT,GO:0030838~positive regulation of actin filament polymerization,5,2.358490566,0.023383621,"O43639, Q9BPX5, P62993, Q9NQA3, Q63HQ0",187,97,16650,4.58955841,1,0.598188624,34.4927676
GOTERM_BP_FAT,GO:0051028~mRNA transport,6,2.830188679,0.024086482,"P42704, Q13769, Q07352, Q9Y5S9, E7ESC6, Q01081",187,146,16650,3.659072595,1,0.60418924,35.33050862
GOTERM_MF_FAT,GO:0043566~structure-specific DNA binding,6,2.830188679,0.026399829,"P10412, Q5TEC6, P16403, P16402, P68431, P07305",182,143,15478,3.568277876,0.999999496,0.800355934,32.27023141
GOTERM_BP_FAT,GO:0006613~cotranslational protein targeting to membrane,5,2.358490566,0.028357356,"P62861, P46776, P47914, P62891, Q9BYK2",187,103,16650,4.322205493,1,0.660051613,40.20750441
GOTERM_BP_FAT,GO:0045047~protein targeting to ER,5,2.358490566,0.029242826,"P62861, P46776, P47914, P62891, Q9BYK2",187,104,16650,4.280645825,1,0.666632754,41.17419638
GOTERM_MF_FAT,GO:0008565~protein transporter activity,5,2.358490566,0.029801836,"H0Y3Q8, E7ESC6, Q4G0F5, Q15388, P62834",182,100,15478,4.252197802,0.999999924,0.805984552,35.636446
GOTERM_MF_FAT,GO:0048306~calcium-dependent protein binding,4,1.886792453,0.030354243,"P31949, Q96E40, P25815, Q9H9H4",182,58,15478,5.865100417,0.999999944,0.781026786,36.16810533
GOTERM_BP_FAT,GO:0060968~regulation of gene silencing,4,1.886792453,0.030770299,"Q9Y294, P68431, H0Y3Q8, P17096",187,61,16650,5.838520207,1,0.680747452,42.80719031
GOTERM_CC_FAT,GO:0005740~mitochondrial envelope,16,7.547169811,0.031186915,"Q96D53, Q96TC7, P53007, O95140, Q92686, Q96BR5, Q9UDW1, Q86TS9, Q9NZJ6, Q9Y255, O95169, Q9BUR5, P82664, Q9NZ45, P00403, Q15388",176,732,14527,1.804148038,0.999998863,0.495589742,36.03739925
GOTERM_BP_FAT,GO:0050685~positive regulation of mRNA processing,3,1.41509434,0.031467351,"E9PK54, Q15427, K7EK33",187,25,16650,10.68449198,1,0.684337176,43.53808818
GOTERM_BP_FAT,GO:0015980~energy derivation by oxidation of organic compounds,8,3.773584906,0.032774716,"Q9Y255, O95169, A6NMN0, Q7L8L6, P00403, Q16595, C9JIC7, Q9UDW1",187,271,16650,2.628411311,1,0.694737053,44.88521637
GOTERM_BP_FAT,GO:0044802~single-organism membrane organization,17,8.018867925,0.033437639,"Q9P021, P46776, P61026, O95140, Q9BYK2, Q14CS0, Q9Y255, P62861, Q9BUR5, Q9Y4C2, P67775, Q9H2G9, E7ES60, P47914, P62891, O14657, Q15388",187,866,16650,1.747847995,1,0.697555542,45.55665134
GOTERM_CC_FAT,GO:0005840~ribosome,8,3.773584906,0.033667544,"Q86TS9, P62861, P46776, P82664, P47914, P62891, H0Y4V9, Q9BYK2",176,253,14527,2.609953288,0.999999624,0.505652635,38.30896163
GOTERM_BP_FAT,GO:0043484~regulation of RNA splicing,5,2.358490566,0.033914977,"E9PK54, Q9BTD8, Q15427, Q9Y5S9, K7EK33",187,109,16650,4.084285925,1,0.698277894,46.0353287
GOTERM_BP_FAT,GO:0022607~cellular component assembly,40,18.86792453,0.033939388,"O43639, A8MT69, Q9Y294, Q14596, O95140, O15013, Q9UDW1, Q9Y244, P10412, O95169, P62993, P42858, P07305, P61225, O14657, Q15388, P62834, Q9BPX5, Q9NXR1, Q5TEC6, Q9H082, Q9BYG3, P17096, Q63HQ0, Q9H9H4, Q5SRQ6, Q5VWC4, H0YEH1, Q8NEH6, P49427, P16403, Q9C037, P16402, P62318, P68431, Q9UMS0, E7ES60, Q9NQA3, Q9C035, Q16595",187,2618,16650,1.360388589,1,0.69410179,46.05970056
GOTERM_BP_FAT,GO:0032259~methylation,9,4.245283019,0.034274585,"P10412, Q9NZJ6, Q6GMV2, P16403, Q14353, P16402, P62318, Q9UET6, Q9H993",187,334,16650,2.399212271,1,0.693333145,46.39331851
GOTERM_BP_FAT,GO:0006369~termination of RNA polymerase II transcription,4,1.886792453,0.034775173,"Q13769, P62318, Q9Y5S9, Q01081",187,64,16650,5.564839572,1,0.694340983,46.8879221
GOTERM_BP_FAT,GO:0061097~regulation of protein tyrosine kinase activity,4,1.886792453,0.034775173,"O43639, Q8N5A5, P17706, P61225",187,64,16650,5.564839572,1,0.694340983,46.8879221
GOTERM_BP_FAT,GO:0006892~post-Golgi vesicle-mediated transport,4,1.886792453,0.036167176,"P61026, Q9H0X9, Q63HQ0, P11279",187,65,16650,5.479226656,1,0.704504559,48.24073742
GOTERM_BP_FAT,GO:0072594~establishment of protein localization to organelle,14,6.603773585,0.036412838,"E9PK54, P46776, P61026, O95140, Q9H082, P11279, Q9BYK2, Q01081, P62861, P10599, P47914, Q7Z4Q2, P62891, Q15388",187,666,16650,1.871657754,1,0.702774537,48.47608055
GOTERM_BP_FAT,GO:0033120~positive regulation of RNA splicing,3,1.41509434,0.038797545,"E9PK54, Q15427, K7EK33",187,28,16650,9.539724981,1,0.721806161,50.70871465
GOTERM_BP_FAT,GO:0061024~membrane organization,19,8.962264151,0.03883703,"Q9P021, Q9HC10, P46776, P61026, O95140, Q9H9H4, Q9BYK2, Q14CS0, Q9Y255, P62861, Q9BUR5, Q9Y4C2, P67775, Q9H2G9, E7ES60, P47914, P62891, O14657, Q15388",187,1027,16650,1.647235862,1,0.718102356,50.74490132
GOTERM_BP_FAT,GO:0032273~positive regulation of protein polymerization,5,2.358490566,0.038997706,"O43639, Q9BPX5, P62993, Q9NQA3, Q63HQ0",187,114,16650,3.905150577,1,0.715570037,50.8918965
GOTERM_BP_FAT,GO:2000113~negative regulation of cellular macromolecule biosynthetic process,23,10.8490566,0.039383244,"E9PK54, O43639, Q8N5A5, Q9Y294, O75506, H0Y3Q8, A0A0A0MSG2, P17096, P58004, Q8IUE6, Q9UI15, P10412, Q15911, P16403, P16402, P10599, P68431, P31949, Q07352, P17706, Q9BPZ3, Q9HBE1, Q8NAP3",187,1324,16650,1.546722781,1,0.715163604,51.24292078
GOTERM_BP_FAT,GO:0051169~nuclear transport,11,5.188679245,0.040039377,"Q9H089, Q13769, P10599, P62318, H0Y3Q8, Q9Y5S9, Q7Z4Q2, P17096, E7ESC6, Q6NXT1, Q01081",187,473,16650,2.07063798,1,0.717241203,51.83487541
GOTERM_BP_FAT,GO:0065003~macromolecular complex assembly,28,13.20754717,0.041043862,"O43639, A8MT69, Q9Y294, Q14596, Q9UDW1, Q9Y244, P10412, O95169, P62993, P07305, O14657, Q15388, Q9BPX5, Q5TEC6, Q9NXR1, Q9BYG3, P17096, Q63HQ0, Q5SRQ6, Q5VWC4, H0YEH1, P16403, Q9C037, P16402, P62318, P68431, Q9NQA3, Q9C035",187,1710,16650,1.457922882,1,0.722363352,52.72798082
GOTERM_CC_FAT,GO:0005719~nuclear euchromatin,3,1.41509434,0.041593102,"P16403, P16402, P07305",176,27,14527,9.171085859,0.999999989,0.565782091,45.07418795
GOTERM_BP_FAT,GO:0010629~negative regulation of gene expression,25,11.79245283,0.04220562,"E9PK54, O43639, Q8N5A5, Q9Y294, O75506, H0Y3Q8, A0A0A0MSG2, P17096, P58004, Q8IUE6, P10412, Q9UI15, Q9BTD8, P36954, H0YEH1, Q15911, P16403, P16402, P10599, P68431, Q07352, P17706, Q9BPZ3, Q9HBE1, Q8NAP3",187,1485,16650,1.498946686,1,0.728645551,53.74141963
GOTERM_BP_FAT,GO:0016032~viral process,18,8.490566038,0.042626174,"E9PK54, P46776, J3QR64, Q13769, P07858, P17096, P11279, Q9H9H4, Q9BYK2, Q14653, P36954, P62861, P62993, P23284, Q9Y224, P47914, P62891, Q9C035",187,966,16650,1.659082605,1,0.728446549,54.10319868
GOTERM_BP_FAT,GO:0030832~regulation of actin filament length,6,2.830188679,0.043101822,"O43639, Q9BPX5, P62993, A0A087X1N7, Q9NQA3, Q63HQ0",187,171,16650,3.124120462,1,0.728716035,54.50915352
GOTERM_CC_FAT,GO:0012506~vesicle membrane,12,5.660377358,0.043180028,"E9PK54, H0YEH1, Q9HC10, O43639, P62993, Q5T5C0, P42858, Q8IUH5, P61026, E7ES60, Q92686, P11279",176,507,14527,1.953604088,0.999999995,0.563542711,46.34308358
GOTERM_BP_FAT,GO:0040014~regulation of multicellular organism growth,4,1.886792453,0.04354981,"P23284, Q14353, Q16595, Q99538",187,70,16650,5.087853323,1,0.728751847,54.88839932
GOTERM_MF_FAT,GO:0051536~iron-sulfur cluster binding,4,1.886792453,0.043704858,"Q5VV42, Q9UMS0, Q9NZ45, Q16595",182,67,15478,5.077251107,1,0.867137307,47.83878289
GOTERM_MF_FAT,GO:0051540~metal cluster binding,4,1.886792453,0.043704858,"Q5VV42, Q9UMS0, Q9NZ45, Q16595",182,67,15478,5.077251107,1,0.867137307,47.83878289
GOTERM_BP_FAT,GO:0007034~vacuolar transport,8,3.773584906,0.04391149,"E9PK54, H0YEH1, P61026, Q9NQA3, Q63HQ0, P11279, Q9H9H4, Q4G0F5",187,289,16650,2.464704032,1,0.728077669,55.19240023
GOTERM_BP_FAT,GO:1901873~regulation of post-translational protein modification,2,0.943396226,0.043945368,"P23284, Q32P28",187,4,16650,44.51871658,1,0.724720346,55.22077641
GOTERM_BP_FAT,GO:0010558~negative regulation of macromolecule biosynthetic process,24,11.32075472,0.044735928,"E9PK54, O43639, Q8N5A5, Q9Y294, O75506, H0Y3Q8, A0A0A0MSG2, P17096, P58004, Q8IUE6, Q9UI15, P10412, Q15911, P16403, P16402, P10599, P68431, P31949, Q07352, P17706, Q9BPZ3, Q9HBE1, Q8NAP3, P62834",187,1418,16650,1.506980533,1,0.72758895,55.87814928
GOTERM_MF_FAT,GO:0004683~calmodulin-dependent protein kinase activity,3,1.41509434,0.044917743,"A6NMN0, Q9BUB5, Q8IU85",182,29,15478,8.797650625,1,0.852818258,48.79402636
GOTERM_BP_FAT,GO:0044764~multi-organism cellular process,18,8.490566038,0.045093449,"E9PK54, P46776, J3QR64, Q13769, P07858, P17096, P11279, Q9H9H4, Q9BYK2, Q14653, P36954, P62861, P62993, P23284, Q9Y224, P47914, P62891, Q9C035",187,973,16650,1.647146759,1,0.726914052,56.17243595
GOTERM_BP_FAT,GO:0033365~protein localization to organelle,17,8.018867925,0.045625251,"E9PK54, Q9P021, P46776, P61026, O95140, Q9H082, P11279, P58004, Q01081, Q9BYK2, P62861, P10599, P47914, Q7Z4Q2, P62891, Q15388, E5RJR5",187,902,16650,1.678089095,1,0.727640603,56.60675349
GOTERM_BP_FAT,GO:0045333~cellular respiration,6,2.830188679,0.045850129,"Q9Y255, O95169, Q7L8L6, P00403, Q16595, Q9UDW1",187,174,16650,3.070256316,1,0.725932403,56.78918385
GOTERM_BP_FAT,GO:0045089~positive regulation of innate immune response,8,3.773584906,0.0460086,"Q5VWC4, Q8IWB7, P07858, Q9C035, P11279, Q99538, Q14653, E5RJR5",187,292,16650,2.43938173,1,0.723722642,56.917307
GOTERM_MF_FAT,GO:0003735~structural constituent of ribosome,7,3.301886792,0.046451638,"Q86TS9, P62861, P53007, P46776, P47914, P62891, Q9BYK2",182,222,15478,2.681566182,1,0.841412724,49.97876286
GOTERM_BP_FAT,GO:0034645~cellular macromolecule biosynthetic process,68,32.0754717,0.0472155,"A8MT69, Q9NX07, Q13769, H0Y4V9, Q01081, P10412, Q9UI15, P36954, K7EMV4, Q9Y224, P31949, H0Y368, P47914, P62891, E9PK54, Q8IUH5, Q9BUB5, O75528, Q9BYG3, P58004, D6RAW8, Q9BYK2, M0QY53, H0YEH1, Q15911, P62861, P42704, P16403, P16402, P10599, P67775, Q9Y5S9, P62318, Q9UET6, P17706, Q8NAP3, Q8IUI8, O43639, P53007, Q8N5A5, P46776, Q9Y294, J3QR64, A0A0A0MSG2, Q8IUE6, P20962, Q86TS9, Q5VV42, P82664, Q92643, Q07352, Q9H2G9, Q8IXK2, Q8IU85, Q9HBE1, O75506, H0Y3Q8, Q92685, P17096, C9JIC7, Q14653, O75879, P49427, H7BY36, P68431, Q9C035, Q9BPZ3, Q96DP5",187,5012,16650,1.208009867,1,0.729699668,57.8813806
GOTERM_BP_FAT,GO:0008033~tRNA processing,5,2.358490566,0.047987794,"Q5VV42, Q9Y224, Q9UET6, Q96DP5, Q8WW01",187,122,16650,3.649075129,1,0.732192428,58.48756466
GOTERM_BP_FAT,GO:0051172~negative regulation of nitrogen compound metabolic process,25,11.79245283,0.048305463,"E9PK54, O43639, Q8N5A5, Q9Y294, O75506, H0Y3Q8, A0A0A0MSG2, P17096, P58004, Q8IUE6, Q9UI15, P10412, Q9BTD8, Q15911, P42704, P16403, P16402, P10599, P68431, P31949, Q07352, P17706, Q9BPZ3, Q9HBE1, Q8NAP3",187,1506,16650,1.478045039,1,0.731233983,58.73450919
GOTERM_BP_FAT,GO:1902582~single-organism intracellular transport,14,6.603773585,0.048318851,"P46776, Q9NXR1, E5RIM7, Q9BYK2, P62861, P42704, P42858, P10599, Q9Y4C2, P47914, Q7Z4Q2, P62891, Q99584, Q15388",187,695,16650,1.793559805,1,0.728013907,58.74488535
GOTERM_BP_FAT,GO:0055114~oxidation-reduction process,18,8.490566038,0.048794109,"Q7L8L6, Q8IX04, Q32P28, P58004, C9JIC7, Q8N2H3, Q9UDW1, P35754, Q9Y255, Q8NBQ5, A6NMN0, O95169, O95864, P10599, E9PNN6, Q8N8N7, P00403, Q16595",187,983,16650,1.630390434,1,0.728273491,59.11165822
GOTERM_BP_FAT,GO:0016311~dephosphorylation,10,4.716981132,0.048947527,"Q5TFE4, Q9BRF8, Q9BX95, P42858, P67775, Q9BYG3, P17706, F8WA39, Q9H4Z3, Q5SRQ6",187,424,16650,2.099939461,1,0.726148202,59.22939757
GOTERM_BP_FAT,GO:0006325~chromatin organization,15,7.075471698,0.049379793,"A8MT69, Q5TEC6, Q9Y294, O75528, P17096, Q8IUE6, P10412, K7EMV4, P16403, P16402, P68431, P07305, Q92613, P78364, E5RJR5",187,768,16650,1.739012366,1,0.72610754,59.55941691
GOTERM_BP_FAT,GO:0045088~regulation of innate immune response,9,4.245283019,0.049503992,"Q5VWC4, Q8IWB7, P07858, P17706, Q9C035, P11279, Q99538, Q14653, E5RJR5",187,360,16650,2.225935829,1,0.723809404,59.65377076
GOTERM_BP_FAT,"GO:0000377~RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",8,3.773584906,0.050999589,"E9PK54, Q9BTD8, P36954, Q15427, P62318, Q9Y5S9, K7EK33, Q01081",187,299,16650,2.382272459,1,0.731452388,60.77377817
GOTERM_BP_FAT,"GO:0000398~mRNA splicing, via spliceosome",8,3.773584906,0.050999589,"E9PK54, Q9BTD8, P36954, Q15427, P62318, Q9Y5S9, K7EK33, Q01081",187,299,16650,2.382272459,1,0.731452388,60.77377817
GOTERM_BP_FAT,GO:0043933~macromolecular complex subunit organization,37,17.45283019,0.051807813,"O43639, A8MT69, Q9Y294, Q14596, Q8IUE6, Q9UDW1, Q9Y244, P10412, Q86TS9, O95169, P62993, K7EMV4, P82664, P07305, O14657, Q15388, E5RJR5, E9PK54, Q9BPX5, Q9NXR1, Q5TEC6, O75528, Q9BYG3, P17096, Q63HQ0, Q5SRQ6, Q5VWC4, H0YEH1, Q9C037, P16403, P16402, P62318, P68431, Q9NQA3, Q92613, Q9C035, P78364",187,2461,16650,1.338636744,1,0.734011541,61.36675026
GOTERM_BP_FAT,GO:0019083~viral transcription,6,2.830188679,0.052688649,"P36954, P62861, P46776, P47914, P62891, Q9BYK2",187,181,16650,2.951517121,1,0.737004643,62.00335405
GOTERM_MF_FAT,GO:0098641~cadherin binding involved in cell-cell adhesion,8,3.773584906,0.054443627,"O14562, E9PK54, H0YEH1, P61026, P68431, P31949, P47914, P25815",182,290,15478,2.346040167,1,0.867716502,55.74932498
GOTERM_BP_FAT,GO:0051188~cofactor biosynthetic process,6,2.830188679,0.054721999,"Q96D53, Q9NZJ6, P53007, Q9UMS0, Q16719, Q16595",187,183,16650,2.919260103,1,0.747555818,63.43530068
GOTERM_BP_FAT,"GO:0044403~symbiosis, encompassing mutualism through parasitism",18,8.490566038,0.054743708,"E9PK54, P46776, J3QR64, Q13769, P07858, P17096, P11279, Q9H9H4, Q9BYK2, Q14653, P36954, P62861, P62993, P23284, Q9Y224, P47914, P62891, Q9C035",187,998,16650,1.605885568,1,0.744684463,63.45031024
GOTERM_BP_FAT,GO:0044419~interspecies interaction between organisms,18,8.490566038,0.054743708,"E9PK54, P46776, J3QR64, Q13769, P07858, P17096, P11279, Q9H9H4, Q9BYK2, Q14653, P36954, P62861, P62993, P23284, Q9Y224, P47914, P62891, Q9C035",187,998,16650,1.605885568,1,0.744684463,63.45031024
GOTERM_BP_FAT,GO:0090150~establishment of protein localization to membrane,9,4.245283019,0.054926771,"P62861, P46776, P61026, Q9Y4C2, Q9H2G9, E7ES60, P47914, P62891, Q9BYK2",187,368,16650,2.17754592,1,0.742887858,63.57664881
GOTERM_BP_FAT,GO:0018023~peptidyl-lysine trimethylation,3,1.41509434,0.055144551,"P10412, P16403, P16402",187,34,16650,7.856244102,1,0.741336278,63.72640987
GOTERM_BP_FAT,GO:0002758~innate immune response-activating signal transduction,7,3.301886792,0.055518853,"Q5VWC4, Q8IWB7, P07858, Q9C035, Q99538, Q14653, E5RJR5",187,243,16650,2.56486433,1,0.740819212,63.98244944
GOTERM_BP_FAT,GO:0006399~tRNA metabolic process,6,2.830188679,0.056800428,"O75879, Q5VV42, Q9Y224, Q9UET6, Q96DP5, Q8WW01",187,185,16650,2.887700535,1,0.746098108,64.84624275
GOTERM_CC_FAT,GO:0005773~vacuole,22,10.37735849,0.057835135,"E9PK54, Q8IWB7, Q14596, P61026, P07858, Q63HQ0, P11279, Q9H9H4, Q99538, M0QY77, C9JIZ6, P62993, Q9UIL1, Q9BVT8, P42858, O95772, P50851, Q9NQA3, Q99584, P61225, Q4G0F5, P62834",176,1212,14527,1.4982467,1,0.657796631,56.84008106
